,CourseID,CourseName,Basic,No. Classes
0,C01,Course 01,1,1.0
1,C02,Course 02,0,2.0
2,C03,Course 03,0,3.0
3,C04,Course 04,0,2.0
4,C05,Course 05,0,3.0
5,C06,Course 06,1,
6,C07,Course 07,1,0.0
7,C08,Course 08,0,
8,C09,Course 09,0,
9,C10,Course 10,0,
10,C11,Course 11,0,2.0
11,C12,Course 12,1,
12,C13,Course 13,0,2.0
13,C14,Course 14,0,
14,C15,Course 15,1,2.0
15,C16,Course 16,0,
16,C17,Course 17,1,
17,C18,Course 18,1,2.0
18,C19,Course 19,1,2.0
19,C20,Course 20,0,3.0
20,C21,Course 21,0,3.0
21,C22,Course 22,1,0.0
22,C23,Course 23,1,0.0
23,C24,Course 24,1,0.0
24,C25,Course 25,0,2.0
25,C26,Course 26,0,2.0
26,C27,Course 27,0,1.0
27,C28,Course 28,1,2.0
28,C29,Course 29,1,2.0
29,C30,Course 30,0,
30,C31,Course 31,0,
31,C32,Course 32,1,1.0
32,C33,Course 33,0,1.0
33,C34,Course 34,1,3.0
34,C35,Course 35,1,
35,C36,Course 36,0,2.0
