,TeacherID,TeacherName,Max Classes
0,T01,Teacher 01,0
1,T02,Teacher 02,0
2,T03,Teacher 03,3
3,T04,Teacher 04,0
4,T05,Teacher 05,1
5,T06,Teacher 06,0
6,T07,Teacher 07,3
7,T08,Teacher 08,3
8,T09,Teacher 09,2
9,T10,Teacher 10,1
10,T11,Teacher 11,0
11,T12,Teacher 12,0
12,T13,Teacher 13,3
13,T14,Teacher 14,0
14,T15,Teacher 15,2
15,T16,Teacher 16,0
16,T17,Teacher 17,2
17,T18,Teacher 18,0
18,T19,Teacher 19,3
19,T20,Teacher 20,3
20,T21,Teacher 21,0
21,T22,Teacher 22,1
22,T23,Teacher 23,3
23,T24,Teacher 24,1
24,T25,Teacher 25,1
25,T26,Teacher 26,2
26,T27,Teacher 27,2
27,T28,Teacher 28,2
28,T29,Teacher 29,2
29,T30,Teacher 30,1
30,T31,Teacher 31,0
31,T32,Teacher 32,1
32,T33,Teacher 33,2
33,T34,Teacher 34,0
34,T35,Teacher 35,1
35,T36,Teacher 36,3
36,T37,Teacher 37,3
37,T38,Teacher 38,0
38,T39,Teacher 39,3
39,T40,Teacher 40,0
40,T41,Teacher 41,0
41,T42,Teacher 42,1
42,T43,Teacher 43,1
43,T44,Teacher 44,0
44,T45,Teacher 45,3
45,T46,Teacher 46,3
46,T47,Teacher 47,0
47,T48,Teacher 48,2
48,T49,Teacher 49,2
49,T50,Teacher 50,0
50,T51,Teacher 51,1
51,T52,Teacher 52,2
52,T53,Teacher 53,1
53,T54,Teacher 54,0
54,T55,Teacher 55,0
55,T56,Teacher 56,1
56,T57,Teacher 57,0
57,T58,Teacher 58,2
58,T59,Teacher 59,2
59,T60,Teacher 60,0
60,T61,Teacher 61,0
61,T62,Teacher 62,0
62,T63,Teacher 63,2
63,T64,Teacher 64,0
64,T65,Teacher 65,0
65,T66,Teacher 66,3
66,T67,Teacher 67,1
67,T68,Teacher 68,2
68,T69,Teacher 69,1
69,T70,Teacher 70,3
70,T71,Teacher 71,1
71,T72,Teacher 72,1
72,T73,Teacher 73,1
73,T74,Teacher 74,3
74,T75,Teacher 75,2
75,T76,Teacher 76,3
76,T77,Teacher 77,3
77,T78,Teacher 78,2
78,T79,Teacher 79,1
79,T80,Teacher 80,1
80,T81,Teacher 81,2
81,T82,Teacher 82,0
82,T83,Teacher 83,2
83,T84,Teacher 84,2
84,T85,Teacher 85,1
85,T86,Teacher 86,2
86,T87,Teacher 87,0
87,T88,Teacher 88,2
88,T89,Teacher 89,2
89,T90,Teacher 90,3
90,T91,Teacher 91,3
91,T92,Teacher 92,0
92,T93,Teacher 93,1
93,T94,Teacher 94,1
94,T95,Teacher 95,2
95,T96,Teacher 96,0
96,T97,Teacher 97,0
97,T98,Teacher 98,3
98,T99,Teacher 99,1
99,T100,Teacher 100,1
100,T101,Teacher 101,3
101,T102,Teacher 102,1
102,T103,Teacher 103,1
103,T104,Teacher 104,0
104,T105,Teacher 105,3
105,T106,Teacher 106,3
106,T107,Teacher 107,0
107,T108,Teacher 108,1
108,T109,Teacher 109,3
109,T110,Teacher 110,1
110,T111,Teacher 111,2
111,T112,Teacher 112,1
112,T113,Teacher 113,2
113,T114,Teacher 114,1
114,T115,Teacher 115,3
115,T116,Teacher 116,1
116,T117,Teacher 117,0
117,T118,Teacher 118,0
118,T119,Teacher 119,3
119,T120,Teacher 120,2
120,T121,Teacher 121,1
121,T122,Teacher 122,0
122,T123,Teacher 123,1
123,T124,Teacher 124,2
124,T125,Teacher 125,0
125,T126,Teacher 126,1
126,T127,Teacher 127,2
127,T128,Teacher 128,1
128,T129,Teacher 129,1
129,T130,Teacher 130,2
130,T131,Teacher 131,3
131,T132,Teacher 132,0
132,T133,Teacher 133,2
133,T134,Teacher 134,0
134,T135,Teacher 135,3
135,T136,Teacher 136,1
136,T137,Teacher 137,0
137,T138,Teacher 138,2
138,T139,Teacher 139,0
139,T140,Teacher 140,2
140,T141,Teacher 141,3
141,T142,Teacher 142,0
142,T143,Teacher 143,0
143,T144,Teacher 144,1
144,T145,Teacher 145,3
