,TeacherID,TeacherName,Max Classes
0,T01,Teacher 01,0
1,T02,Teacher 02,3
2,T03,Teacher 03,3
3,T04,Teacher 04,0
4,T05,Teacher 05,3
5,T06,Teacher 06,0
6,T07,Teacher 07,1
7,T08,Teacher 08,3
8,T09,Teacher 09,0
9,T10,Teacher 10,0
10,T11,Teacher 11,1
11,T12,Teacher 12,1
12,T13,Teacher 13,3
13,T14,Teacher 14,2
14,T15,Teacher 15,3
15,T16,Teacher 16,2
16,T17,Teacher 17,1
17,T18,Teacher 18,2
18,T19,Teacher 19,3
19,T20,Teacher 20,3
20,T21,Teacher 21,0
21,T22,Teacher 22,2
22,T23,Teacher 23,1
23,T24,Teacher 24,1
24,T25,Teacher 25,1
25,T26,Teacher 26,2
26,T27,Teacher 27,3
27,T28,Teacher 28,0
28,T29,Teacher 29,1
29,T30,Teacher 30,3
30,T31,Teacher 31,1
31,T32,Teacher 32,2
32,T33,Teacher 33,0
33,T34,Teacher 34,0
34,T35,Teacher 35,1
35,T36,Teacher 36,1
36,T37,Teacher 37,1
37,T38,Teacher 38,1
38,T39,Teacher 39,0
39,T40,Teacher 40,3
40,T41,Teacher 41,1
41,T42,Teacher 42,2
42,T43,Teacher 43,3
43,T44,Teacher 44,3
44,T45,Teacher 45,0
45,T46,Teacher 46,1
46,T47,Teacher 47,0
47,T48,Teacher 48,1
48,T49,Teacher 49,2
49,T50,Teacher 50,2
50,T51,Teacher 51,0
51,T52,Teacher 52,2
52,T53,Teacher 53,3
53,T54,Teacher 54,3
54,T55,Teacher 55,1
55,T56,Teacher 56,2
56,T57,Teacher 57,2
