,CourseID,CourseName,Basic,No. Classes
0,C01,Course 01,1,
1,C02,Course 02,0,1.0
2,C03,Course 03,1,2.0
3,C04,Course 04,0,0.0
4,C05,Course 05,0,2.0
5,C06,Course 06,0,0.0
6,C07,Course 07,0,0.0
7,C08,Course 08,0,0.0
8,C09,Course 09,0,
9,C10,Course 10,1,3.0
10,C11,Course 11,0,1.0
11,C12,Course 12,0,2.0
12,C13,Course 13,1,
13,C14,Course 14,1,
14,C15,Course 15,1,3.0
15,C16,Course 16,1,
16,C17,Course 17,0,0.0
17,C18,Course 18,0,2.0
18,C19,Course 19,0,3.0
19,C20,Course 20,1,2.0
20,C21,Course 21,0,2.0
21,C22,Course 22,0,
22,C23,Course 23,1,3.0
23,C24,Course 24,0,1.0
24,C25,Course 25,1,1.0
25,C26,Course 26,1,2.0
26,C27,Course 27,1,3.0
27,C28,Course 28,0,2.0
28,C29,Course 29,0,1.0
29,C30,Course 30,1,0.0
30,C31,Course 31,0,1.0
31,C32,Course 32,1,0.0
32,C33,Course 33,1,2.0
33,C34,Course 34,0,1.0
34,C35,Course 35,0,2.0
35,C36,Course 36,0,1.0
36,C37,Course 37,0,2.0
37,C38,Course 38,1,
38,C39,Course 39,1,3.0
39,C40,Course 40,0,0.0
40,C41,Course 41,0,
41,C42,Course 42,0,2.0
42,C43,Course 43,1,2.0
43,C44,Course 44,1,2.0
44,C45,Course 45,0,1.0
45,C46,Course 46,0,2.0
46,C47,Course 47,0,1.0
47,C48,Course 48,1,3.0
48,C49,Course 49,0,2.0
49,C50,Course 50,1,2.0
50,C51,Course 51,0,1.0
51,C52,Course 52,1,
52,C53,Course 53,1,1.0
53,C54,Course 54,1,
54,C55,Course 55,1,
55,C56,Course 56,1,0.0
56,C57,Course 57,0,3.0
57,C58,Course 58,1,3.0
58,C59,Course 59,0,0.0
59,C60,Course 60,0,
60,C61,Course 61,1,2.0
61,C62,Course 62,1,0.0
62,C63,Course 63,1,1.0
63,C64,Course 64,0,3.0
64,C65,Course 65,1,1.0
65,C66,Course 66,0,
66,C67,Course 67,0,
67,C68,Course 68,0,0.0
68,C69,Course 69,1,2.0
69,C70,Course 70,0,2.0
70,C71,Course 71,0,1.0
71,C72,Course 72,0,2.0
72,C73,Course 73,1,3.0
73,C74,Course 74,1,
74,C75,Course 75,1,3.0
75,C76,Course 76,1,2.0
