,TeacherID,TeacherName,Max Classes
0,T01,Teacher 01,2
1,T02,Teacher 02,3
2,T03,Teacher 03,3
3,T04,Teacher 04,3
4,T05,Teacher 05,3
5,T06,Teacher 06,0
6,T07,Teacher 07,3
7,T08,Teacher 08,3
8,T09,Teacher 09,0
9,T10,Teacher 10,0
10,T11,Teacher 11,2
11,T12,Teacher 12,2
12,T13,Teacher 13,0
13,T14,Teacher 14,1
14,T15,Teacher 15,3
15,T16,Teacher 16,1
16,T17,Teacher 17,3
17,T18,Teacher 18,2
18,T19,Teacher 19,1
19,T20,Teacher 20,3
20,T21,Teacher 21,3
21,T22,Teacher 22,3
22,T23,Teacher 23,2
23,T24,Teacher 24,3
24,T25,Teacher 25,2
25,T26,Teacher 26,1
26,T27,Teacher 27,3
27,T28,Teacher 28,1
28,T29,Teacher 29,1
29,T30,Teacher 30,0
30,T31,Teacher 31,0
31,T32,Teacher 32,3
32,T33,Teacher 33,3
33,T34,Teacher 34,1
34,T35,Teacher 35,2
35,T36,Teacher 36,1
36,T37,Teacher 37,1
37,T38,Teacher 38,2
38,T39,Teacher 39,3
39,T40,Teacher 40,3
40,T41,Teacher 41,2
41,T42,Teacher 42,3
42,T43,Teacher 43,0
43,T44,Teacher 44,0
44,T45,Teacher 45,2
45,T46,Teacher 46,1
46,T47,Teacher 47,1
47,T48,Teacher 48,2
48,T49,Teacher 49,2
49,T50,Teacher 50,0
50,T51,Teacher 51,2
51,T52,Teacher 52,1
52,T53,Teacher 53,2
53,T54,Teacher 54,3
54,T55,Teacher 55,2
55,T56,Teacher 56,0
56,T57,Teacher 57,3
57,T58,Teacher 58,2
58,T59,Teacher 59,3
59,T60,Teacher 60,3
60,T61,Teacher 61,2
61,T62,Teacher 62,1
62,T63,Teacher 63,3
63,T64,Teacher 64,2
64,T65,Teacher 65,2
65,T66,Teacher 66,0
66,T67,Teacher 67,1
67,T68,Teacher 68,3
68,T69,Teacher 69,3
69,T70,Teacher 70,0
70,T71,Teacher 71,0
71,T72,Teacher 72,0
72,T73,Teacher 73,2
73,T74,Teacher 74,1
74,T75,Teacher 75,3
75,T76,Teacher 76,1
76,T77,Teacher 77,2
77,T78,Teacher 78,0
78,T79,Teacher 79,0
79,T80,Teacher 80,0
80,T81,Teacher 81,3
81,T82,Teacher 82,2
82,T83,Teacher 83,1
83,T84,Teacher 84,0
84,T85,Teacher 85,3
85,T86,Teacher 86,0
86,T87,Teacher 87,3
87,T88,Teacher 88,0
88,T89,Teacher 89,3
89,T90,Teacher 90,0
90,T91,Teacher 91,3
91,T92,Teacher 92,1
92,T93,Teacher 93,2
93,T94,Teacher 94,3
94,T95,Teacher 95,0
95,T96,Teacher 96,0
96,T97,Teacher 97,1
97,T98,Teacher 98,1
98,T99,Teacher 99,0
99,T100,Teacher 100,1
100,T101,Teacher 101,3
101,T102,Teacher 102,1
102,T103,Teacher 103,2
103,T104,Teacher 104,1
104,T105,Teacher 105,2
105,T106,Teacher 106,0
106,T107,Teacher 107,3
107,T108,Teacher 108,2
108,T109,Teacher 109,3
109,T110,Teacher 110,2
110,T111,Teacher 111,1
111,T112,Teacher 112,2
112,T113,Teacher 113,2
113,T114,Teacher 114,1
114,T115,Teacher 115,1
115,T116,Teacher 116,2
116,T117,Teacher 117,0
117,T118,Teacher 118,2
118,T119,Teacher 119,1
119,T120,Teacher 120,0
120,T121,Teacher 121,2
121,T122,Teacher 122,1
122,T123,Teacher 123,1
123,T124,Teacher 124,1
124,T125,Teacher 125,0
125,T126,Teacher 126,0
126,T127,Teacher 127,0
127,T128,Teacher 128,1
128,T129,Teacher 129,0
129,T130,Teacher 130,0
130,T131,Teacher 131,2
131,T132,Teacher 132,1
132,T133,Teacher 133,0
133,T134,Teacher 134,2
134,T135,Teacher 135,3
135,T136,Teacher 136,1
136,T137,Teacher 137,0
137,T138,Teacher 138,2
138,T139,Teacher 139,0
139,T140,Teacher 140,1
140,T141,Teacher 141,3
141,T142,Teacher 142,3
142,T143,Teacher 143,3
143,T144,Teacher 144,1
144,T145,Teacher 145,1
145,T146,Teacher 146,2
146,T147,Teacher 147,2
147,T148,Teacher 148,0
148,T149,Teacher 149,1
149,T150,Teacher 150,2
150,T151,Teacher 151,0
151,T152,Teacher 152,3
152,T153,Teacher 153,3
153,T154,Teacher 154,1
154,T155,Teacher 155,3
155,T156,Teacher 156,2
156,T157,Teacher 157,1
157,T158,Teacher 158,1
158,T159,Teacher 159,3
