,CourseID,CourseName,Basic,No. Classes
0,C01,Course 01,0,2.0
1,C02,Course 02,0,2.0
2,C03,Course 03,0,2.0
3,C04,Course 04,1,3.0
4,C05,Course 05,0,1.0
5,C06,Course 06,1,0.0
6,C07,Course 07,1,
7,C08,Course 08,1,
8,C09,Course 09,1,2.0
9,C10,Course 10,0,0.0
10,C11,Course 11,0,2.0
11,C12,Course 12,0,2.0
12,C13,Course 13,0,2.0
13,C14,Course 14,1,0.0
14,C15,Course 15,0,
15,C16,Course 16,1,3.0
16,C17,Course 17,1,3.0
17,C18,Course 18,1,3.0
18,C19,Course 19,1,3.0
19,C20,Course 20,0,0.0
20,C21,Course 21,1,0.0
21,C22,Course 22,0,2.0
22,C23,Course 23,0,3.0
23,C24,Course 24,1,2.0
24,C25,Course 25,1,0.0
25,C26,Course 26,1,0.0
26,C27,Course 27,0,0.0
27,C28,Course 28,0,0.0
28,C29,Course 29,0,2.0
29,C30,Course 30,1,2.0
30,C31,Course 31,0,0.0
31,C32,Course 32,1,0.0
32,C33,Course 33,1,
33,C34,Course 34,0,2.0
34,C35,Course 35,1,0.0
35,C36,Course 36,0,
36,C37,Course 37,1,2.0
37,C38,Course 38,1,0.0
38,C39,Course 39,0,
39,C40,Course 40,1,3.0
40,C41,Course 41,1,3.0
41,C42,Course 42,0,
42,C43,Course 43,1,0.0
43,C44,Course 44,1,
44,C45,Course 45,0,3.0
45,C46,Course 46,0,2.0
46,C47,Course 47,1,0.0
47,C48,Course 48,1,
48,C49,Course 49,1,1.0
49,C50,Course 50,0,3.0
50,C51,Course 51,1,3.0
51,C52,Course 52,1,0.0
52,C53,Course 53,1,
53,C54,Course 54,0,0.0
54,C55,Course 55,1,1.0
55,C56,Course 56,1,3.0
56,C57,Course 57,0,2.0
57,C58,Course 58,0,1.0
58,C59,Course 59,1,2.0
59,C60,Course 60,0,0.0
60,C61,Course 61,0,3.0
61,C62,Course 62,1,0.0
62,C63,Course 63,0,3.0
63,C64,Course 64,0,3.0
64,C65,Course 65,0,1.0
65,C66,Course 66,0,1.0
66,C67,Course 67,1,
67,C68,Course 68,0,2.0
68,C69,Course 69,0,3.0
69,C70,Course 70,1,1.0
70,C71,Course 71,0,1.0
71,C72,Course 72,1,2.0
72,C73,Course 73,1,0.0
73,C74,Course 74,0,1.0
74,C75,Course 75,0,2.0
75,C76,Course 76,1,3.0
76,C77,Course 77,1,3.0
77,C78,Course 78,1,3.0
78,C79,Course 79,0,3.0
79,C80,Course 80,0,
80,C81,Course 81,1,2.0
81,C82,Course 82,1,1.0
82,C83,Course 83,1,3.0
83,C84,Course 84,1,3.0
84,C85,Course 85,1,0.0
85,C86,Course 86,1,2.0
86,C87,Course 87,1,0.0
87,C88,Course 88,1,
88,C89,Course 89,0,2.0
89,C90,Course 90,1,3.0
90,C91,Course 91,1,0.0
91,C92,Course 92,1,
92,C93,Course 93,0,
93,C94,Course 94,0,0.0
94,C95,Course 95,1,0.0
95,C96,Course 96,1,2.0
96,C97,Course 97,0,1.0
97,C98,Course 98,1,3.0
98,C99,Course 99,1,2.0
99,C100,Course 100,0,0.0
100,C101,Course 101,0,2.0
101,C102,Course 102,0,
102,C103,Course 103,0,3.0
103,C104,Course 104,1,1.0
104,C105,Course 105,0,
105,C106,Course 106,1,
106,C107,Course 107,0,
107,C108,Course 108,0,2.0
108,C109,Course 109,0,
109,C110,Course 110,1,0.0
110,C111,Course 111,1,3.0
111,C112,Course 112,1,2.0
112,C113,Course 113,1,0.0
113,C114,Course 114,1,2.0
114,C115,Course 115,1,
115,C116,Course 116,0,3.0
116,C117,Course 117,0,2.0
117,C118,Course 118,0,3.0
118,C119,Course 119,0,0.0
119,C120,Course 120,0,2.0
120,C121,Course 121,1,0.0
121,C122,Course 122,0,2.0
122,C123,Course 123,0,
123,C124,Course 124,0,3.0
124,C125,Course 125,0,
125,C126,Course 126,1,1.0
126,C127,Course 127,0,3.0
127,C128,Course 128,1,2.0
128,C129,Course 129,0,3.0
129,C130,Course 130,0,3.0
130,C131,Course 131,0,1.0
131,C132,Course 132,0,2.0
132,C133,Course 133,0,0.0
133,C134,Course 134,1,0.0
134,C135,Course 135,1,
135,C136,Course 136,0,1.0
136,C137,Course 137,0,0.0
137,C138,Course 138,0,0.0
138,C139,Course 139,0,0.0
139,C140,Course 140,0,0.0
140,C141,Course 141,0,0.0
141,C142,Course 142,0,2.0
142,C143,Course 143,1,1.0
143,C144,Course 144,1,3.0
144,C145,Course 145,1,3.0
145,C146,Course 146,1,3.0
146,C147,Course 147,1,
147,C148,Course 148,1,3.0
148,C149,Course 149,1,
149,C150,Course 150,1,0.0
150,C151,Course 151,0,1.0
151,C152,Course 152,1,1.0
152,C153,Course 153,1,
153,C154,Course 154,0,2.0
154,C155,Course 155,0,0.0
155,C156,Course 156,1,0.0
156,C157,Course 157,1,3.0
157,C158,Course 158,0,2.0
158,C159,Course 159,1,2.0
159,C160,Course 160,0,0.0
160,C161,Course 161,0,3.0
161,C162,Course 162,0,2.0
162,C163,Course 163,1,1.0
163,C164,Course 164,0,3.0
164,C165,Course 165,1,2.0
165,C166,Course 166,1,
166,C167,Course 167,1,0.0
167,C168,Course 168,1,3.0
168,C169,Course 169,1,3.0
169,C170,Course 170,1,0.0
170,C171,Course 171,0,1.0
171,C172,Course 172,1,0.0
172,C173,Course 173,0,2.0
173,C174,Course 174,1,0.0
174,C175,Course 175,1,0.0
175,C176,Course 176,0,
176,C177,Course 177,0,3.0
177,C178,Course 178,0,2.0
178,C179,Course 179,1,1.0
179,C180,Course 180,0,
180,C181,Course 181,1,3.0
181,C182,Course 182,1,0.0
182,C183,Course 183,1,0.0
183,C184,Course 184,1,2.0
184,C185,Course 185,0,2.0
