,TeacherID,TeacherName,Max Classes
0,T01,Teacher 01,2
1,T02,Teacher 02,0
2,T03,Teacher 03,1
3,T04,Teacher 04,1
4,T05,Teacher 05,1
5,T06,Teacher 06,2
6,T07,Teacher 07,1
7,T08,Teacher 08,1
8,T09,Teacher 09,3
9,T10,Teacher 10,1
10,T11,Teacher 11,3
11,T12,Teacher 12,1
12,T13,Teacher 13,3
13,T14,Teacher 14,1
14,T15,Teacher 15,2
15,T16,Teacher 16,0
16,T17,Teacher 17,3
17,T18,Teacher 18,0
18,T19,Teacher 19,3
19,T20,Teacher 20,3
20,T21,Teacher 21,2
21,T22,Teacher 22,2
22,T23,Teacher 23,1
23,T24,Teacher 24,0
24,T25,Teacher 25,1
25,T26,Teacher 26,3
26,T27,Teacher 27,3
27,T28,Teacher 28,1
28,T29,Teacher 29,3
29,T30,Teacher 30,2
30,T31,Teacher 31,2
31,T32,Teacher 32,2
32,T33,Teacher 33,3
33,T34,Teacher 34,2
34,T35,Teacher 35,0
35,T36,Teacher 36,2
36,T37,Teacher 37,0
37,T38,Teacher 38,1
38,T39,Teacher 39,0
39,T40,Teacher 40,0
40,T41,Teacher 41,2
41,T42,Teacher 42,0
42,T43,Teacher 43,0
43,T44,Teacher 44,2
44,T45,Teacher 45,3
45,T46,Teacher 46,1
46,T47,Teacher 47,1
47,T48,Teacher 48,0
48,T49,Teacher 49,1
49,T50,Teacher 50,2
50,T51,Teacher 51,1
51,T52,Teacher 52,0
52,T53,Teacher 53,2
53,T54,Teacher 54,2
54,T55,Teacher 55,3
55,T56,Teacher 56,0
56,T57,Teacher 57,1
57,T58,Teacher 58,1
58,T59,Teacher 59,1
59,T60,Teacher 60,2
60,T61,Teacher 61,1
61,T62,Teacher 62,0
62,T63,Teacher 63,2
63,T64,Teacher 64,2
64,T65,Teacher 65,3
65,T66,Teacher 66,2
66,T67,Teacher 67,3
67,T68,Teacher 68,2
68,T69,Teacher 69,1
69,T70,Teacher 70,3
70,T71,Teacher 71,0
71,T72,Teacher 72,3
72,T73,Teacher 73,2
73,T74,Teacher 74,1
74,T75,Teacher 75,3
75,T76,Teacher 76,0
76,T77,Teacher 77,3
77,T78,Teacher 78,2
78,T79,Teacher 79,3
79,T80,Teacher 80,1
80,T81,Teacher 81,3
81,T82,Teacher 82,3
82,T83,Teacher 83,2
83,T84,Teacher 84,3
84,T85,Teacher 85,2
85,T86,Teacher 86,0
86,T87,Teacher 87,3
87,T88,Teacher 88,3
88,T89,Teacher 89,2
89,T90,Teacher 90,2
90,T91,Teacher 91,0
