,CourseID,CourseName,Basic,No. Classes
0,C01,Course 01,0,0.0
1,C02,Course 02,1,2.0
2,C03,Course 03,1,1.0
3,C04,Course 04,1,3.0
4,C05,Course 05,0,2.0
5,C06,Course 06,1,3.0
6,C07,Course 07,1,2.0
7,C08,Course 08,0,0.0
8,C09,Course 09,1,0.0
9,C10,Course 10,0,1.0
10,C11,Course 11,1,3.0
11,C12,Course 12,1,
12,C13,Course 13,0,3.0
13,C14,Course 14,1,3.0
14,C15,Course 15,1,2.0
15,C16,Course 16,1,0.0
16,C17,Course 17,0,1.0
17,C18,Course 18,1,0.0
18,C19,Course 19,0,
19,C20,Course 20,1,2.0
20,C21,Course 21,1,0.0
21,C22,Course 22,1,3.0
22,C23,Course 23,0,
23,C24,Course 24,0,
24,C25,Course 25,0,0.0
25,C26,Course 26,1,1.0
26,C27,Course 27,1,1.0
27,C28,Course 28,1,2.0
28,C29,Course 29,1,1.0
29,C30,Course 30,1,
30,C31,Course 31,1,0.0
31,C32,Course 32,1,2.0
32,C33,Course 33,0,2.0
33,C34,Course 34,0,0.0
34,C35,Course 35,0,2.0
35,C36,Course 36,1,1.0
36,C37,Course 37,1,0.0
37,C38,Course 38,1,2.0
38,C39,Course 39,0,2.0
39,C40,Course 40,1,1.0
40,C41,Course 41,1,1.0
41,C42,Course 42,0,2.0
42,C43,Course 43,0,3.0
43,C44,Course 44,0,3.0
44,C45,Course 45,1,0.0
45,C46,Course 46,0,2.0
46,C47,Course 47,1,0.0
47,C48,Course 48,0,0.0
48,C49,Course 49,1,1.0
49,C50,Course 50,1,1.0
50,C51,Course 51,1,0.0
51,C52,Course 52,1,
52,C53,Course 53,1,
53,C54,Course 54,1,0.0
54,C55,Course 55,0,0.0
55,C56,Course 56,0,0.0
56,C57,Course 57,1,1.0
57,C58,Course 58,0,0.0
58,C59,Course 59,0,
59,C60,Course 60,1,
60,C61,Course 61,0,2.0
61,C62,Course 62,1,0.0
62,C63,Course 63,1,1.0
63,C64,Course 64,1,0.0
64,C65,Course 65,0,
65,C66,Course 66,1,2.0
66,C67,Course 67,1,1.0
67,C68,Course 68,1,3.0
68,C69,Course 69,0,0.0
69,C70,Course 70,0,0.0
70,C71,Course 71,0,0.0
71,C72,Course 72,1,0.0
72,C73,Course 73,0,3.0
73,C74,Course 74,1,0.0
74,C75,Course 75,0,
75,C76,Course 76,0,3.0
76,C77,Course 77,0,0.0
77,C78,Course 78,1,1.0
78,C79,Course 79,0,
79,C80,Course 80,0,3.0
80,C81,Course 81,0,
81,C82,Course 82,0,3.0
82,C83,Course 83,0,0.0
83,C84,Course 84,0,1.0
84,C85,Course 85,0,0.0
85,C86,Course 86,1,
86,C87,Course 87,0,2.0
87,C88,Course 88,0,0.0
88,C89,Course 89,0,1.0
89,C90,Course 90,1,1.0
90,C91,Course 91,0,
91,C92,Course 92,0,3.0
92,C93,Course 93,1,3.0
93,C94,Course 94,0,
94,C95,Course 95,1,2.0
95,C96,Course 96,1,1.0
96,C97,Course 97,1,0.0
97,C98,Course 98,0,0.0
98,C99,Course 99,0,
99,C100,Course 100,0,2.0
100,C101,Course 101,0,1.0
101,C102,Course 102,1,1.0
102,C103,Course 103,1,0.0
103,C104,Course 104,1,2.0
104,C105,Course 105,0,
105,C106,Course 106,1,2.0
106,C107,Course 107,0,0.0
107,C108,Course 108,1,1.0
108,C109,Course 109,1,2.0
109,C110,Course 110,0,
110,C111,Course 111,0,
111,C112,Course 112,1,0.0
112,C113,Course 113,0,0.0
113,C114,Course 114,0,1.0
