,TeacherID,TeacherName,Max Classes
0,T01,Teacher 01,2
1,T02,Teacher 02,3
2,T03,Teacher 03,1
3,T04,Teacher 04,1
4,T05,Teacher 05,2
5,T06,Teacher 06,3
6,T07,Teacher 07,1
7,T08,Teacher 08,0
8,T09,Teacher 09,2
9,T10,Teacher 10,2
10,T11,Teacher 11,1
11,T12,Teacher 12,0
12,T13,Teacher 13,0
13,T14,Teacher 14,1
14,T15,Teacher 15,3
15,T16,Teacher 16,3
16,T17,Teacher 17,1
17,T18,Teacher 18,0
18,T19,Teacher 19,3
19,T20,Teacher 20,2
20,T21,Teacher 21,3
21,T22,Teacher 22,2
22,T23,Teacher 23,0
23,T24,Teacher 24,1
24,T25,Teacher 25,3
25,T26,Teacher 26,1
26,T27,Teacher 27,3
27,T28,Teacher 28,2
28,T29,Teacher 29,2
29,T30,Teacher 30,0
30,T31,Teacher 31,0
31,T32,Teacher 32,2
32,T33,Teacher 33,1
33,T34,Teacher 34,3
34,T35,Teacher 35,0
35,T36,Teacher 36,1
36,T37,Teacher 37,2
37,T38,Teacher 38,1
38,T39,Teacher 39,3
39,T40,Teacher 40,0
40,T41,Teacher 41,1
41,T42,Teacher 42,3
42,T43,Teacher 43,3
43,T44,Teacher 44,0
44,T45,Teacher 45,0
45,T46,Teacher 46,3
46,T47,Teacher 47,3
47,T48,Teacher 48,3
48,T49,Teacher 49,2
49,T50,Teacher 50,0
50,T51,Teacher 51,0
51,T52,Teacher 52,3
52,T53,Teacher 53,1
53,T54,Teacher 54,0
54,T55,Teacher 55,0
55,T56,Teacher 56,2
56,T57,Teacher 57,2
57,T58,Teacher 58,1
58,T59,Teacher 59,1
59,T60,Teacher 60,0
60,T61,Teacher 61,1
61,T62,Teacher 62,0
62,T63,Teacher 63,2
63,T64,Teacher 64,1
64,T65,Teacher 65,1
65,T66,Teacher 66,0
66,T67,Teacher 67,2
67,T68,Teacher 68,1
68,T69,Teacher 69,2
69,T70,Teacher 70,1
70,T71,Teacher 71,3
71,T72,Teacher 72,0
