,TeacherID,TeacherName,Max Classes
0,T01,Teacher 01,0
1,T02,Teacher 02,0
2,T03,Teacher 03,3
3,T04,Teacher 04,2
4,T05,Teacher 05,3
5,T06,Teacher 06,3
6,T07,Teacher 07,2
7,T08,Teacher 08,0
8,T09,Teacher 09,0
9,T10,Teacher 10,3
10,T11,Teacher 11,1
11,T12,Teacher 12,3
12,T13,Teacher 13,3
13,T14,Teacher 14,2
14,T15,Teacher 15,1
15,T16,Teacher 16,0
16,T17,Teacher 17,3
17,T18,Teacher 18,2
18,T19,Teacher 19,3
19,T20,Teacher 20,1
20,T21,Teacher 21,1
21,T22,Teacher 22,3
22,T23,Teacher 23,2
23,T24,Teacher 24,1
24,T25,Teacher 25,0
25,T26,Teacher 26,1
26,T27,Teacher 27,1
27,T28,Teacher 28,3
28,T29,Teacher 29,1
29,T30,Teacher 30,2
30,T31,Teacher 31,1
31,T32,Teacher 32,0
32,T33,Teacher 33,2
33,T34,Teacher 34,3
34,T35,Teacher 35,1
35,T36,Teacher 36,2
36,T37,Teacher 37,0
37,T38,Teacher 38,3
38,T39,Teacher 39,0
39,T40,Teacher 40,0
40,T41,Teacher 41,3
41,T42,Teacher 42,2
42,T43,Teacher 43,1
43,T44,Teacher 44,3
44,T45,Teacher 45,2
45,T46,Teacher 46,0
46,T47,Teacher 47,0
47,T48,Teacher 48,1
48,T49,Teacher 49,3
49,T50,Teacher 50,2
50,T51,Teacher 51,0
51,T52,Teacher 52,2
52,T53,Teacher 53,0
53,T54,Teacher 54,3
54,T55,Teacher 55,1
55,T56,Teacher 56,3
56,T57,Teacher 57,1
57,T58,Teacher 58,2
58,T59,Teacher 59,0
59,T60,Teacher 60,0
60,T61,Teacher 61,3
61,T62,Teacher 62,2
62,T63,Teacher 63,0
63,T64,Teacher 64,1
64,T65,Teacher 65,1
65,T66,Teacher 66,1
66,T67,Teacher 67,1
67,T68,Teacher 68,0
68,T69,Teacher 69,1
69,T70,Teacher 70,2
70,T71,Teacher 71,3
71,T72,Teacher 72,0
72,T73,Teacher 73,1
73,T74,Teacher 74,0
74,T75,Teacher 75,2
75,T76,Teacher 76,3
76,T77,Teacher 77,1
77,T78,Teacher 78,1
78,T79,Teacher 79,1
79,T80,Teacher 80,1
80,T81,Teacher 81,0
81,T82,Teacher 82,1
82,T83,Teacher 83,2
83,T84,Teacher 84,1
84,T85,Teacher 85,0
85,T86,Teacher 86,1
86,T87,Teacher 87,1
87,T88,Teacher 88,2
88,T89,Teacher 89,0
89,T90,Teacher 90,2
90,T91,Teacher 91,1
91,T92,Teacher 92,2
92,T93,Teacher 93,2
93,T94,Teacher 94,1
94,T95,Teacher 95,1
95,T96,Teacher 96,2
96,T97,Teacher 97,1
97,T98,Teacher 98,2
98,T99,Teacher 99,0
99,T100,Teacher 100,0
100,T101,Teacher 101,1
101,T102,Teacher 102,1
102,T103,Teacher 103,0
103,T104,Teacher 104,2
104,T105,Teacher 105,0
105,T106,Teacher 106,1
106,T107,Teacher 107,1
107,T108,Teacher 108,1
108,T109,Teacher 109,2
109,T110,Teacher 110,2
110,T111,Teacher 111,0
111,T112,Teacher 112,2
112,T113,Teacher 113,0
113,T114,Teacher 114,1
114,T115,Teacher 115,0
115,T116,Teacher 116,0
116,T117,Teacher 117,1
117,T118,Teacher 118,0
118,T119,Teacher 119,0
119,T120,Teacher 120,1
120,T121,Teacher 121,3
121,T122,Teacher 122,3
122,T123,Teacher 123,1
123,T124,Teacher 124,1
124,T125,Teacher 125,2
125,T126,Teacher 126,2
126,T127,Teacher 127,1
127,T128,Teacher 128,2
128,T129,Teacher 129,1
129,T130,Teacher 130,2
130,T131,Teacher 131,3
131,T132,Teacher 132,1
132,T133,Teacher 133,1
133,T134,Teacher 134,0
134,T135,Teacher 135,2
135,T136,Teacher 136,0
136,T137,Teacher 137,2
137,T138,Teacher 138,0
138,T139,Teacher 139,1
139,T140,Teacher 140,1
140,T141,Teacher 141,3
141,T142,Teacher 142,1
142,T143,Teacher 143,3
143,T144,Teacher 144,0
144,T145,Teacher 145,2
145,T146,Teacher 146,3
146,T147,Teacher 147,0
147,T148,Teacher 148,2
148,T149,Teacher 149,1
149,T150,Teacher 150,3
150,T151,Teacher 151,1
151,T152,Teacher 152,3
152,T153,Teacher 153,0
153,T154,Teacher 154,3
154,T155,Teacher 155,0
155,T156,Teacher 156,1
156,T157,Teacher 157,0
157,T158,Teacher 158,0
158,T159,Teacher 159,3
159,T160,Teacher 160,2
